N_Processo;Orgao;Situacao_Orgao;Modalidade;Objeto;Itens_Licitado;Valor_Total_Previsto;Valor_Total_Realizado;Quant_Licitada;N_Edital;Data_Publicação;Data_Abertura;CPF_CNPJ;Razao_Social
27/000.443/2018;FESA;Ativo;PREGÃO ELETRÔNICO;01º REPETIÇÃO - AQUISIÇÃO DE REAGENTES DE TOXICOLOGIA;"Reagente - Tipo: ácido ditio-bis-nitrobenzóico; Grau de Pureza: mínimo 98%; Características adicionais: fórmula molecular C14H8N2O8S2; Requisito: origem importada; Informação Adicional: BioReagent, adequado para determinação de grupos sulfidrila, ponto de fusão 240-245ºC; Embalagem: frasco com 5g.";2120,0000000000000000;2120,0000000000000000;4,00000000;0110/2018;20190328;20190503;09002707000101;ERNAINA RIBAS MATEUS ME
27/000.443/2018;FESA;Ativo;PREGÃO ELETRÔNICO;01º REPETIÇÃO - AQUISIÇÃO DE REAGENTES DE TOXICOLOGIA;"Reagente - Tipo: iodeto de butiriltiocolina; Ensaio: mínimo 98,0%.";9722,0000000000000000;6000,0000000000000000;4,00000000;0110/2018;20190328;20190503;07913192000176;JKLAB - QUÍMICA, DIAGNÓSTICA E SEGURANÇA LTDA
27/000.443/2018;FESA;Ativo;PREGÃO ELETRÔNICO;01º REPETIÇÃO - AQUISIÇÃO DE REAGENTES DE TOXICOLOGIA;"Reagente - Tipo: Folin-Ciocalteu; Composição: sulfato de lítio: >= 10 % - < 20 %; tungstanato de sódio: >= 1 % - < 10 %; ácido fosfórico: >= 5 % - < 10 %; ácido clorídrico: >= 1 % - < 5 %.";422,5400000000000000;400,0000000000000000;2,00000000;0110/2018;20190328;20190503;03201601000150;MEDLAB PRODUTOS PARA LABORATÓRIO LTDA-EPP
27/000.443/2018;FESA;Ativo;PREGÃO ELETRÔNICO;01º REPETIÇÃO - AQUISIÇÃO DE REAGENTES DE TOXICOLOGIA;"Reagente - Tipo: ácido fosfórico P.A; Grau de Pureza: mínimo 85%; Características adicionais:  fórmula H3PO4.";139,4400000000000000;92,0000000000000000;2,00000000;0110/2018;20190328;20190503;07913192000176;JKLAB - QUÍMICA, DIAGNÓSTICA E SEGURANÇA LTDA
27/000.443/2018;FESA;Ativo;PREGÃO ELETRÔNICO;01º REPETIÇÃO - AQUISIÇÃO DE REAGENTES DE TOXICOLOGIA;"Reagente - Tipo: fosfato dissódico dodecahidratado P.A; Concentração: teor mínimo de 98%.";540,0600000000000000;100,0000000000000000;2,00000000;0110/2018;20190328;20190503;03201601000150;MEDLAB PRODUTOS PARA LABORATÓRIO LTDA-EPP
27/000.443/2018;FESA;Ativo;PREGÃO ELETRÔNICO;01º REPETIÇÃO - AQUISIÇÃO DE REAGENTES DE TOXICOLOGIA;"Reagente - Tipo: saponina CAS; Requisito: pH 4-7; Densidade: 1,015-1,020 (solução aquosa 5% à 20°C, purificada); Solubilidade: água e álcool.";2364,6600000000000000;1600,0000000000000000;2,00000000;0110/2018;20190328;20190503;03201601000150;MEDLAB PRODUTOS PARA LABORATÓRIO LTDA-EPP
27/000.443/2018;FESA;Ativo;PREGÃO ELETRÔNICO;01º REPETIÇÃO - AQUISIÇÃO DE REAGENTES DE TOXICOLOGIA;"Reagente - Tipo: L-cisteína; Uso: cromatografia a líquido de alto desempenho (HPLC) e cromatografia gasosa (CG); Ponto de fusão : 220 - 228º C.";3777,7600000000000000;3777,0000000000000000;4,00000000;0110/2018;20190328;20190503;04724729000161;MAXLAB PRODUTOS PARA DIAGNÓSTICOS E PESQUISAS LTDA - EPP
27/004.312/2018;FESA;Ativo;PREGÃO ELETRÔNICO;03º REPETIÇÃO - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;Serviço médico/hospitalar para cumprimento de decisão judicia;10356,0000000000000000;10354,9200000000000000;12,00000000;0002/2019;20190313;20190531;19507050000198;ABRACE SERVIÇOS DE SAÚDE EM DOMICILIO EIRELI
27/004.312/2018;FESA;Ativo;PREGÃO ELETRÔNICO;03º REPETIÇÃO - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;Serviço médico/hospitalar para cumprimento de decisão judicia;10356,0000000000000000;10354,9200000000000000;12,00000000;0002/2019;20190313;20190531;19507050000198;ABRACE SERVIÇOS DE SAÚDE EM DOMICILIO EIRELI
29/033.068/2018;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE FRAGMENTADORA DE PAPEL;"Fragmentadora - Tipo: de papel; Capacidade do cesto: mínimo 25 litros; Voltagem: 110 ou 220 V; Capacidade de corte: mínimo 16 folhas; Controle manual: avança, retrocesso e liga/desliga.";4306,6600000000000000;3365,0000000000000000;2,00000000;0001/2019;20190314;20190326;24651601000122;TETON COMÉRCIO E SERVIÇOS EIRELI - ME 
